m1_idx,m2_plane,m2_roi,col1,row1,z1,x2,y2,z2,x1_in_m2,y1_in_m2,d_xy_px,d_z_um,corr,cost
151,14,17,49.19891362641985,37.73232728623647,-20.0,51.712418300653596,87.05882352941177,-15.0,49.007037863276814,37.585171209820146,49.54756661180017,5.0,0.10446985747526562,69.20816946229486
152,19,33,136.9131485208903,26.76169650817765,-12.0,135.91780821917808,24.506849315068493,-5.0,136.37918724165883,26.657325891795757,2.199413583080249,7.0,0.3881971392627845,16.88547079782456
153,19,51,109.99828489013868,91.09135488617504,-10.0,112.13559322033899,91.16101694915254,-5.0,109.56929157906714,90.73609860211896,2.60124195638167,5.0,0.3005281963481705,18.34067802941826
154,24,28,209.7098573301578,57.54988411591917,4.0,209.38235294117646,58.754901960784316,5.0,208.89198888657018,57.325439567867086,1.5112311665706784,1.0,0.36398509118363803,14.58152934289792
156,24,4,61.048986737143906,89.50591416195053,-6.0,88.96815286624204,98.89808917197452,5.0,60.810895688869046,89.15684109671892,29.794681502180783,11.0,0.12271712971422258,51.19033890789633
157,19,69,190.60266766492254,11.72395952147568,0.0,192.26041666666666,11.489583333333334,-5.0,189.85931726102933,11.678236079341923,2.408499162202158,5.0,0.3894734735467436,16.369029691267286
158,19,56,7.801014782282641,45.396643748792854,-4.0,9.934782608695652,46.130434782608695,-5.0,7.770590824631738,45.21959683817256,2.3480527760751855,1.0,0.3730017034517696,15.238018707039792
159,24,73,73.14242768382327,120.5317837164765,-2.0,71.25531914893617,121.25531914893617,5.0,72.85717221585637,120.06170975998224,1.9976577838560399,7.0,0.24249316710208701,19.5977944418143
160,24,168,156.5385648426497,77.252818151399,-16.0,159.5686274509804,80.15686274509804,5.0,155.92806443976335,76.95153216060854,4.850550813516491,21.0,0.15589780601465536,29.08259469322338
161,24,52,82.12141116272657,107.06007841949875,-5.0,80.15555555555555,105.97037037037038,5.0,81.80113765919194,106.64254411366271,1.7775708146175164,10.0,0.5011257084206691,15.255056646204135
162,24,37,70.14598160797699,206.9775212898124,6.0,70.03378378378379,206.94594594594594,5.0,69.87241227970588,206.17030895678212,0.7922458591166461,1.0,0.5568230149411711,10.005785560293223
163,19,65,41.46206654993749,39.58615902441499,-2.0,37.0948275862069,27.20689655172414,-5.0,41.30036449039273,39.43177300421977,12.928037164676283,3.0,0.10829715883386759,31.81209398799893
164,14,15,127.75746550193622,39.14545816121522,-20.0,137.75,29.180555555555557,-15.0,127.25921138647867,38.99279087438648,14.364421592452018,5.0,0.11146829987312308,33.88505559498955
165,29,61,8.2238039382934,172.67834537968153,10.0,10.080808080808081,171.55555555555554,15.0,8.191731102934057,172.00489983270077,1.941783228822627,5.0,0.2653750559473231,18.384282109876164
166,19,18,174.88926149608173,24.913936586093367,-12.0,162.1596638655462,6.352941176470588,-5.0,174.207193376247,24.8167722334076,22.04667831239705,7.0,0.091233510310589,42.67200810618527
167,24,99,138.74980782310234,80.5227714737284,-2.0,131.696,73.4,5.0,138.20868357259224,80.20873266498086,9.421989589247593,7.0,0.09402613893249871,29.991466810597622
168,19,64,25.287176437895898,25.5943722937604,-10.0,10.093023255813954,15.872093023255815,-5.0,25.188556449788102,25.494554241814736,17.901588820913236,5.0,0.10825848410752048,37.48641913876283
169,24,86,187.70708465925958,239.06241863770757,10.0,183.77272727272728,218.16666666666666,5.0,186.97502702908847,238.1300752050205,20.218615288857187,5.0,0.12011366744532034,39.566341939950775
170,24,113,32.84754832453277,10.814845825492021,-6.0,33.03030303030303,10.01010101010101,5.0,32.719442886067085,10.772667926772602,0.8234939779235857,11.0,0.569643359510909,13.280626787705405
171,19,72,121.84812855129522,98.14178482619565,-4.0,123.56140350877193,98.64912280701755,-5.0,121.37292084994516,97.75903186537349,2.3625660270947577,1.0,0.36330931937899913,15.446379639514776
172,24,152,108.9476062297581,99.19323869013166,-8.0,118.04347826086956,58.03260869565217,5.0,108.52271056546203,98.80638505924016,41.87058462044448,13.0,0.09396140969850314,64.54135642647442
173,19,11,146.43978669755404,24.165731042898944,-4.0,142.93846153846152,12.961538461538462,-5.0,145.86867152943358,24.07148469183164,11.489866658547351,1.0,0.17068613060639293,28.42614404641949
174,24,175,63.415210283114604,103.29658293877706,-6.0,66.34343434343434,101.4949494949495,5.0,63.16789096301046,102.89372626531583,3.4699642958206964,11.0,0.3463794760136063,20.39237477554857
175,29,92,128.647514985535,218.02572249052378,2.0,128.09154929577466,218.50704225352112,15.0,128.14578967709141,217.17542217281073,1.332724299439514,13.0,0.6211433960488704,13.459856378462106
176,24,238,153.49822921510213,17.500045020771932,-8.0,154.67123287671234,17.589041095890412,5.0,152.89958612116322,17.43179484519092,1.778611427436231,13.0,0.31061701578632656,20.1162711117097
177,24,0,55.17403265881667,98.56690805685605,-4.0,38.343283582089555,144.94776119402985,5.0,54.95885393144729,98.18249711543432,49.62929681524043,9.0,0.08731862167856501,71.03292438166913
178,24,32,91.17860427056313,213.43579309550395,-2.0,79.47945205479452,221.486301369863,5.0,90.82300771390793,212.6033935024315,14.407716931307357,7.0,0.15564992886935555,33.74471835392025
179,24,94,142.93539312061546,122.85140117475689,-4.0,145.85833333333332,103.875,5.0,142.37794508744506,122.37228071017533,18.821862182396874,9.0,0.09485890398705087,40.07468410265585
180,19,53,227.63993701386676,47.51789148364033,10.0,185.70676691729324,29.225563909774436,-5.0,226.75214125951268,47.332571706854125,44.861860040087855,15.0,0.11366412242856896,67.83857759151647
181,24,153,244.30775132975202,130.8298376483661,8.0,213.97979797979798,137.5252525252525,5.0,243.354951099566,130.31960128153747,30.24600850783238,3.0,0.11428302459295274,49.01034801597332
182,24,49,196.31348865653467,2.897034554055687,-2.0,163.55555555555554,6.98989898989899,5.0,195.5478660507742,2.88573611929487,32.25448935715651,7.0,0.10429127935600664,52.61866377003638
183,24,9,29.455113899924758,131.54245448851293,4.0,29.145251396648046,134.2849162011173,5.0,29.34023895571505,131.02943891600773,3.2613114696476533,1.0,0.6139531071609254,11.332249326429144
184,19,77,124.54385832407496,178.64160632777504,-4.0,124.53153153153153,160.19819819819818,-5.0,124.05813727661106,177.94490406309671,17.75301864967802,1.0,0.08142385550097994,36.47454153965842
185,24,171,194.96754184916512,100.2371131486243,6.0,193.74774774774775,98.44144144144144,5.0,194.20716843595338,99.84618840734467,1.4779652928826366,1.0,0.4147830127515531,13.532305037851575
187,29,154,250.90689448525296,186.8121085636967,2.0,242.67521367521368,198.44444444444446,15.0,249.92835759676046,186.0835413402983,14.331783639755423,13.0,0.11132135341085125,36.6553565715384
188,24,142,24.80213294626547,237.07609814999543,14.0,23.293233082706767,237.593984962406,5.0,24.705404627775035,236.15150136721044,2.0186598017270847,9.0,0.3693036863633153,17.78258607446078
189,19,48,110.4531949456263,216.14982913411092,-8.0,78.02884615384616,219.05769230769232,-5.0,110.02242748533835,215.30684480048788,32.212700964636724,3.0,0.09680993589823501,51.32650224667202
190,24,111,228.65016176036465,10.473415553330868,-8.0,238.6304347826087,11.282608695652174,5.0,227.75842612949924,10.432569232672877,10.905188638529314,13.0,0.18222924871905835,31.810603664148147
191,19,97,128.87690417865127,12.937603578795382,-20.0,124.15315315315316,17.783783783783782,-5.0,128.37428425235453,12.88714692483808,6.464905280437651,15.0,0.195214101746194,27.81062324551377
192,14,4,53.13239830909227,20.75163784922628,-16.0,45.452229299363054,65.29936305732484,-15.0,52.9251819556868,20.670706461614298,45.249994596038505,1.0,0.12442310507262076,63.111532494586086
193,19,1,150.2789665166646,76.44642061203214,-12.0,145.10526315789474,45.98026315789474,-5.0,149.69287854724962,76.14827957164522,30.514839493285297,7.0,0.099783419708094,50.969171099123415
194,29,63,8.564613852983978,85.5380081252036,14.0,8.67741935483871,86.41129032258064,15.0,8.53121185895734,85.2044098935153,1.2157043233915188,1.0,0.396408956890868,13.637525185574159
195,19,75,115.98905528092331,103.09088943186474,-4.0,107.71,100.11,-5.0,115.5366979653277,102.68883496308047,8.240606216005663,1.0,0.11425146745907008,26.30557686682426
196,24,170,213.98458737288524,46.512648757470785,-4.0,214.8,48.36842105263158,5.0,213.150047482131,46.33124942731665,2.6215284744230076,9.0,0.20716920135414643,21.62814444734008
197,24,41,170.28654193431478,49.972143114404616,2.0,171.3884892086331,48.89208633093525,5.0,169.62242442077095,49.77725175625844,1.9754753010640644,3.0,0.42686865465714025,14.488102207921258
198,29,77,57.48528243870612,124.31844408518296,-4.0,54.93650793650794,125.75396825396825,15.0,57.261089837195165,123.83360215325075,3.0152092752887962,19.0,0.359299528910974,22.479218697069317
199,19,76,89.87733574022447,212.06646804047574,0.0,83.21929824561404,209.2719298245614,-5.0,89.5268141308376,211.23940881511788,6.607248309290988,5.0,0.21932512295670495,23.970745850156888
200,24,227,110.5007574247014,226.83150126650202,6.0,93.37623762376238,218.33663366336634,5.0,110.06980447074507,225.94685841156266,18.346408225937285,1.0,0.10216562230850049,36.65309577976728
201,24,155,212.26084095080688,97.54018202380487,2.0,212.46280991735537,98.38842975206612,5.0,211.43302367109874,97.15977531391204,1.6031379982319205,3.0,0.4002147082182319,14.648843833867282
202,19,87,58.8177489493668,54.48376152944117,-6.0,60.45945945945946,89.67567567567568,-5.0,58.58835972846427,54.27127485947635,35.45380954647083,1.0,0.09449640727103925,53.91388140105005
203,19,2,29.465362517811137,74.04107131751084,-2.0,46.65217391304348,65.7888198757764,-5.0,29.35044760399167,73.75231113937255,19.046441304839803,3.0,0.13109101546987967,37.47462099544221
204,24,62,60.539996447792355,210.6690492594584,-4.0,59.88288288288288,211.52252252252254,5.0,60.30389046164596,209.8474399673465,1.7271794776545428,9.0,0.3914478997123937,17.048221483406667
205,19,52,60.34773511792392,178.5744947567351,-12.0,68.98347107438016,171.60330578512398,-5.0,60.112378950964015,177.87805422718384,10.865944205326505,7.0,0.27260421091756815,27.863859986975143
206,24,128,65.15688131732507,64.19429073363938,6.0,65.93,63.22,5.0,64.9027694801875,63.943932999778184,1.256694684082857,1.0,0.352095666129203,14.564781361498799
207,24,115,203.5908711906096,78.64712768711277,6.0,202.95689655172413,79.73275862068965,5.0,202.7968667929662,78.34040388913303,1.4015210387918675,1.0,0.32882539013535833,15.1750132360847
208,24,6,19.883790785077338,59.47185099030215,10.0,13.0,54.53333333333333,5.0,19.806244001015536,59.23991077143997,8.27507272368373,5.0,0.21635218424591535,25.698029038765426
209,29,149,79.31841272289019,118.58321965678283,0.0,92.5,99.46808510638297,15.0,79.00907091327092,118.12074510012138,23.020141017490797,15.0,0.08974954743440962,46.475150068802606
210,29,62,170.3758943456479,63.75476061389106,4.0,137.69230769230768,59.08791208791209,15.0,169.71142835769987,63.50611704749688,32.322509544431185,11.0,0.13074313136387447,53.5576469171537
211,29,110,101.15243992392595,225.25476917630098,6.0,88.91304347826087,236.2608695652174,15.0,100.75794540822264,224.3762755765134,16.779310951488785,9.0,0.09254269014926694,38.078457148503446
