m2_plane,m2_roi,col,row,z_old,best_z,z_activity,z_parallax,z_source,parallax_rms_px,best_r,n_pass,primary_view,r_v1,r_v2,r_v3,r_v4,plane_z_prior
24,187,249.07470245066872,18.685612159025133,15.0,12.0,2.0,12.0,parallax,0.941614320058958,0.8462338087412608,4,4,0.7497148158909956,0.8304406056298859,0.8462338087412608,0.7111752924620008,5.0
24,189,230.42464181737347,149.590751550093,9.0,10.0,6.0,10.0,parallax,1.7975757801911572,0.5894196054336712,4,2,0.5807562498556559,0.5894196054336712,0.5079641715695457,0.5607600251143601,5.0
24,190,68.99295311416014,237.6767707492055,7.0,6.0,6.0,6.0,parallax,1.118033988749895,0.7677340350028118,4,2,0.7244198654617222,0.7458542608297104,0.6990698490879266,0.7677340350028118,5.0
24,227,94.74183076374096,219.19148043707094,13.0,4.0,2.0,4.0,parallax,1.3456024691378605,0.6636261285559223,4,1,0.5890754966588128,0.5323906862895333,0.6547409402905124,0.6636261285559223,5.0
24,232,41.619007040845126,205.8975626992515,11.0,6.0,6.0,6.0,parallax,1.0,0.6591645244925608,4,2,0.6248207809717989,0.6591645244925608,0.6482575532840683,0.5695794400968809,5.0
24,238,155.27681244524882,18.657906932928835,5.0,-2.0,2.0,-2.0,parallax,1.7750648197339465,0.6080614325602578,4,4,0.25892093054022075,0.4247670972390745,0.6080614325602578,0.46000257545531287,5.0
24,239,146.3245783555868,224.0103654251581,7.0,4.0,2.0,4.0,parallax,1.194228773026141,0.5505300592037419,4,1,0.41674183553059513,0.5505300592037419,0.5398205125562658,0.49675643439234696,5.0
24,242,129.0956081659649,226.13090858268816,9.0,0.0,0.0,0.0,parallax,1.118033988749895,0.7532521790784739,4,2,0.5178701848396954,0.7260348575436123,0.7532521790784739,0.7220463917088966,5.0
24,254,144.43129711250222,92.63007449483091,5.0,8.0,2.0,8.0,parallax,1.1456021025718792,0.6212483784663201,4,3,0.4250122098931054,0.574159091116049,0.6212483784663201,0.28358140483220845,5.0
29,2,200.9303739128054,168.17535661808327,15.0,14.0,6.0,14.0,parallax,1.1777085226031176,0.8210841418325037,4,1,0.7743618604692144,0.78187074272629,0.6580257167099127,0.8210841418325037,15.0
29,5,24.592008834454372,171.86863210967218,5.0,2.0,0.0,2.0,parallax,1.6003310751880957,0.8475834859280461,4,3,0.7226799407821896,0.8200639688995395,0.8294799889435677,0.8475834859280461,15.0
29,6,78.9109726406267,222.67010654529767,19.0,12.0,6.0,12.0,parallax,1.0832808759340193,0.8262253009681234,4,3,0.7560564357820571,0.7036830084669238,0.8177604083104669,0.8262253009681234,15.0
29,7,212.3246138199849,61.30956818548863,15.0,14.0,0.0,14.0,parallax,1.0383169614789025,0.6338963281618716,4,1,0.5137015293000566,0.5606517593982389,0.5563083653466824,0.6338963281618716,15.0
29,9,156.01813990450609,37.321578455040076,15.0,8.0,2.0,8.0,parallax,0.9085793805864564,0.7292322694533074,4,3,0.5672384786821635,0.6766116812683795,0.7292322694533074,0.6667829729900933,15.0
29,12,208.94496667082925,42.31135575084292,19.0,8.0,6.0,8.0,parallax,0.8944799146348102,0.7984760787715584,4,1,0.7682532074922487,0.7744704464592059,0.7984760787715584,0.7473605079182891,15.0
29,15,146.84582950429754,44.465832129922084,3.0,6.0,0.0,6.0,parallax,1.4460597652476184,0.8508230766269528,4,4,0.6631964752042908,0.8300182272044774,0.8508230766269528,0.7846486275753134,15.0
29,16,42.544824816785464,194.3421916904499,9.0,6.0,6.0,6.0,parallax,1.3228756555322954,0.8158260997755008,4,2,0.7587309759169953,0.7342913771484683,0.8158260997755008,0.8111140559876807,15.0
29,25,232.65952389142834,205.36507133063702,9.0,12.0,6.0,12.0,parallax,1.0861356744674628,0.8148629711122894,4,3,0.7625103193813882,0.7623621118154031,0.8148629711122894,0.7820256415132056,15.0
29,27,25.447988239404996,26.6387266930175,25.0,12.0,2.0,12.0,parallax,3.2993829859387813,0.7239945420594902,4,1,0.49156249829245535,0.6815934800166806,0.49917127405117623,0.7239945420594902,15.0
29,28,215.589033984677,114.39094262495527,13.0,10.0,6.0,10.0,parallax,1.4189200072583452,0.6696005489233263,4,1,0.6329293753443704,0.6653577580205806,0.6362537515429836,0.6696005489233263,15.0
29,29,106.66963476398534,196.09139702811981,25.0,2.0,6.0,2.0,parallax,1.8732703591863713,0.7345716708489308,4,3,0.6542065853220158,0.6100452516646058,0.7345716708489308,0.7048380916314848,15.0
