plane_id,new_roi_idx,old_roi_idx,snr,out_dir
29,12,37,2.212888997638357,F:\SMMAS-Revision\3DLocalizationCA1R1f5\CA1R1f5Output\m2_suite2p_after_dedupe\Plane29\suite2p\plane0
29,13,38,1.4734143096176877,F:\SMMAS-Revision\3DLocalizationCA1R1f5\CA1R1f5Output\m2_suite2p_after_dedupe\Plane29\suite2p\plane0
29,14,40,2.6546963329975464,F:\SMMAS-Revision\3DLocalizationCA1R1f5\CA1R1f5Output\m2_suite2p_after_dedupe\Plane29\suite2p\plane0
29,15,41,2.601853667605331,F:\SMMAS-Revision\3DLocalizationCA1R1f5\CA1R1f5Output\m2_suite2p_after_dedupe\Plane29\suite2p\plane0
29,16,44,1.7664080059911225,F:\SMMAS-Revision\3DLocalizationCA1R1f5\CA1R1f5Output\m2_suite2p_after_dedupe\Plane29\suite2p\plane0
29,17,45,1.427032144075353,F:\SMMAS-Revision\3DLocalizationCA1R1f5\CA1R1f5Output\m2_suite2p_after_dedupe\Plane29\suite2p\plane0
29,18,47,1.4059309315629693,F:\SMMAS-Revision\3DLocalizationCA1R1f5\CA1R1f5Output\m2_suite2p_after_dedupe\Plane29\suite2p\plane0
29,19,48,1.4077408648021126,F:\SMMAS-Revision\3DLocalizationCA1R1f5\CA1R1f5Output\m2_suite2p_after_dedupe\Plane29\suite2p\plane0
29,20,52,1.345492996044888,F:\SMMAS-Revision\3DLocalizationCA1R1f5\CA1R1f5Output\m2_suite2p_after_dedupe\Plane29\suite2p\plane0
29,21,54,1.3513068060988622,F:\SMMAS-Revision\3DLocalizationCA1R1f5\CA1R1f5Output\m2_suite2p_after_dedupe\Plane29\suite2p\plane0
29,22,56,2.087088331748145,F:\SMMAS-Revision\3DLocalizationCA1R1f5\CA1R1f5Output\m2_suite2p_after_dedupe\Plane29\suite2p\plane0
29,23,61,1.3388947804219666,F:\SMMAS-Revision\3DLocalizationCA1R1f5\CA1R1f5Output\m2_suite2p_after_dedupe\Plane29\suite2p\plane0
29,24,63,1.5809088911010414,F:\SMMAS-Revision\3DLocalizationCA1R1f5\CA1R1f5Output\m2_suite2p_after_dedupe\Plane29\suite2p\plane0
29,25,66,1.4541144539580209,F:\SMMAS-Revision\3DLocalizationCA1R1f5\CA1R1f5Output\m2_suite2p_after_dedupe\Plane29\suite2p\plane0
29,26,67,1.416365445686742,F:\SMMAS-Revision\3DLocalizationCA1R1f5\CA1R1f5Output\m2_suite2p_after_dedupe\Plane29\suite2p\plane0
29,27,70,1.3464259223648736,F:\SMMAS-Revision\3DLocalizationCA1R1f5\CA1R1f5Output\m2_suite2p_after_dedupe\Plane29\suite2p\plane0
29,28,71,1.35889040630636,F:\SMMAS-Revision\3DLocalizationCA1R1f5\CA1R1f5Output\m2_suite2p_after_dedupe\Plane29\suite2p\plane0
29,29,76,1.4244112257392154,F:\SMMAS-Revision\3DLocalizationCA1R1f5\CA1R1f5Output\m2_suite2p_after_dedupe\Plane29\suite2p\plane0
29,30,77,1.3847491455345209,F:\SMMAS-Revision\3DLocalizationCA1R1f5\CA1R1f5Output\m2_suite2p_after_dedupe\Plane29\suite2p\plane0
29,31,80,1.6305156115991049,F:\SMMAS-Revision\3DLocalizationCA1R1f5\CA1R1f5Output\m2_suite2p_after_dedupe\Plane29\suite2p\plane0
29,32,90,1.4770867308118791,F:\SMMAS-Revision\3DLocalizationCA1R1f5\CA1R1f5Output\m2_suite2p_after_dedupe\Plane29\suite2p\plane0
29,33,92,2.641128332540905,F:\SMMAS-Revision\3DLocalizationCA1R1f5\CA1R1f5Output\m2_suite2p_after_dedupe\Plane29\suite2p\plane0
29,34,95,1.5577161181855521,F:\SMMAS-Revision\3DLocalizationCA1R1f5\CA1R1f5Output\m2_suite2p_after_dedupe\Plane29\suite2p\plane0
29,35,109,1.341168674776929,F:\SMMAS-Revision\3DLocalizationCA1R1f5\CA1R1f5Output\m2_suite2p_after_dedupe\Plane29\suite2p\plane0
29,36,110,1.3436754216488458,F:\SMMAS-Revision\3DLocalizationCA1R1f5\CA1R1f5Output\m2_suite2p_after_dedupe\Plane29\suite2p\plane0
29,37,114,1.385789917630916,F:\SMMAS-Revision\3DLocalizationCA1R1f5\CA1R1f5Output\m2_suite2p_after_dedupe\Plane29\suite2p\plane0
29,38,133,1.4216141130606401,F:\SMMAS-Revision\3DLocalizationCA1R1f5\CA1R1f5Output\m2_suite2p_after_dedupe\Plane29\suite2p\plane0
29,39,149,1.3711895791213131,F:\SMMAS-Revision\3DLocalizationCA1R1f5\CA1R1f5Output\m2_suite2p_after_dedupe\Plane29\suite2p\plane0
29,40,152,1.3322433050464708,F:\SMMAS-Revision\3DLocalizationCA1R1f5\CA1R1f5Output\m2_suite2p_after_dedupe\Plane29\suite2p\plane0
29,41,154,1.7152884861359359,F:\SMMAS-Revision\3DLocalizationCA1R1f5\CA1R1f5Output\m2_suite2p_after_dedupe\Plane29\suite2p\plane0
29,42,172,1.3993911052433252,F:\SMMAS-Revision\3DLocalizationCA1R1f5\CA1R1f5Output\m2_suite2p_after_dedupe\Plane29\suite2p\plane0
29,43,199,1.4842582842242757,F:\SMMAS-Revision\3DLocalizationCA1R1f5\CA1R1f5Output\m2_suite2p_after_dedupe\Plane29\suite2p\plane0
