idx,orig_idx,col,row,z_um,z_plane_equiv,x_um,y_um,n_views_matched,peak_corr,center_spread_px,mean_trace_corr,min_trace_corr,primary_view
111,111,37.224130982360634,27.63649808868375,-2.0,-1.0,37.224130982360634,27.63649808868375,4,1.651469574833557,0.5651869683295064,0.6725318346156998,0.6725318346156998,2
112,112,219.27322151997294,237.68498721116774,8.0,4.0,219.27322151997294,237.68498721116774,4,2.0112429735088817,1.5372152040076756,0.8006649121600672,0.8006649121600672,2
113,113,134.0492378481214,70.94654143121922,-8.0,-4.0,134.0492378481214,70.94654143121922,4,1.1696688921638705,2.0369987411474257,0.5373506297657455,0.5373506297657455,2
114,114,96.92213629812701,107.20976097645328,-6.0,-3.0,96.92213629812701,107.20976097645328,4,1.5985128771414518,1.4682447036678237,0.6071683098325098,0.6071683098325098,2
115,115,135.48186807851806,58.20223010268831,0.0,0.0,135.48186807851806,58.20223010268831,4,1.9198005429745164,0.08101271762741469,0.8011470484761788,0.8011470484761788,2
116,116,123.02669298049575,99.34866936163797,-6.0,-3.0,123.02669298049575,99.34866936163797,4,1.2922659564563526,1.5133343779039117,0.5182235679324851,0.5182235679324851,2
117,117,247.92674440447564,184.3422482223205,6.0,3.0,247.92674440447564,184.3422482223205,4,1.9340100899352692,0.8943815060490918,0.7760417668939028,0.7760417668939028,2
118,118,68.6724028178561,172.8545380203482,0.0,0.0,68.6724028178561,172.8545380203482,4,2.2721018902113945,0.09963778578773741,0.8446742194713919,0.8446742194713919,2
119,119,19.16305594407185,120.7257697667026,0.0,0.0,19.16305594407185,120.7257697667026,4,2.0831444900339693,0.1406253830342215,0.8141556528842147,0.8141556528842147,2
120,120,223.6886254037616,121.10181782790997,14.0,7.0,223.6886254037616,121.10181782790997,4,1.754920714199259,2.931902817983728,0.6751963873497585,0.6751963873497585,2
121,121,153.63437068697775,121.62134603713397,3.0,1.5,153.63437068697775,121.62134603713397,4,1.8221725643775848,0.2936448125939227,0.7158940451281504,0.7158940451281504,2
122,122,6.549672731339189,76.87411229227641,0.0,0.0,6.549672731339189,76.87411229227641,4,2.212399912664919,0.06685198822159197,0.7661449142389801,0.7661449142389801,2
123,123,148.89909253729243,34.347957789164795,10.0,5.0,148.89909253729243,34.347957789164795,4,0.8962492895559656,1.7605293222524336,0.35223880538445385,0.35223880538445385,2
124,124,60.04400446815879,130.23565231957656,-6.0,-3.0,60.04400446815879,130.23565231957656,4,1.4062453433352395,1.5133343779039117,0.5799082769270875,0.5799082769270875,2
125,125,52.04885796953403,9.590691073327909,-8.0,-4.0,52.04885796953403,9.590691073327909,4,0.6352842022120635,2.0369987411474293,0.3270237337803554,0.3270237337803554,2
126,126,250.64617484549444,55.21411679000267,4.0,2.0,250.64617484549444,55.21411679000267,4,1.8483955326954127,0.4535162771213917,0.7347215166092104,0.7347215166092104,2
127,127,83.49252804896139,128.04460616354243,-7.0,-3.5,83.49252804896139,128.04460616354243,4,1.8802689094458072,1.9865962676188087,0.7350752670421986,0.7350752670421986,2
128,128,56.54622184076848,132.5723134031107,8.0,4.0,56.54622184076848,132.5723134031107,4,0.8283576885309922,1.2808089729476368,0.49246471174473283,0.49246471174473283,2
129,129,37.55304116692338,50.56921317951417,8.0,4.0,37.55304116692338,50.56921317951417,4,1.1956968881662553,1.2808089729476262,0.4436874079528856,0.4436874079528856,2
130,130,249.0278604328659,44.39162047080393,-10.0,-5.0,249.0278604328659,44.39162047080393,4,1.8155481383693406,1.9394678501472153,0.7406793344790353,0.7406793344790353,2
131,131,196.0200631192286,55.689550757227835,6.0,3.0,196.0200631192286,55.689550757227835,4,0.9937719868289967,0.8077145870829632,0.4558409905776546,0.4558409905776546,2
132,132,249.36653059098012,96.59362742531395,2.0,1.0,249.36653059098012,96.59362742531395,4,1.4536621026236975,0.12858651135657106,0.7966577157648835,0.7966577157648835,2
133,133,200.17163053564965,105.71502099258925,4.0,2.0,200.17163053564965,105.71502099258925,4,1.0286540228543464,0.36777327461492143,0.46059948749176666,0.46059948749176666,2
134,134,22.742633512273862,190.3962094189568,8.0,4.0,22.742633512273862,190.3962094189568,4,1.4791460756936896,1.2808089729476175,0.6156091641423922,0.6156091641423922,2
135,135,248.0067178309702,22.463307219993936,8.666666666666666,4.333333333333333,248.0067178309702,22.463307219993936,4,2.104330175310766,1.50913330328343,0.7790658137585516,0.7790658137585516,2
136,136,145.38607724309747,220.8777609162138,6.0,3.0,145.38607724309747,220.8777609162138,4,1.5551580976031698,0.8077145870829573,0.5777372090466812,0.5777372090466812,2
137,137,65.91905156699221,39.705094912473484,-18.0,-9.0,65.91905156699221,39.705094912473484,4,0.9087234937031514,4.664219059863271,0.4183449347173216,0.4183449347173216,2
138,138,229.85438530583073,140.74382616878935,10.0,5.0,229.85438530583073,140.74382616878935,4,2.0249508136727736,1.7605293222524439,0.6834386232189631,0.6834386232189631,2
139,139,153.2706028433942,206.3359236281616,6.0,3.0,153.2706028433942,206.3359236281616,4,1.0790708666734066,0.8077145870829573,0.6073067889761307,0.6073067889761307,2
140,140,23.52017578972378,135.21859108443346,-6.666666666666667,-3.3333333333333335,23.52017578972378,135.21859108443346,4,1.83164937975712,1.7634578952547812,0.7773427017613732,0.7773427017613732,2
141,141,40.80486604088729,203.2067038149669,9.0,4.5,40.80486604088729,203.2067038149669,4,1.295419561906826,1.323749138166371,0.5573684239880138,0.5573684239880138,2
142,142,40.479520178890525,91.02066966480149,-8.0,-4.0,40.479520178890525,91.02066966480149,4,1.773239844367559,1.603623183156613,0.7280234904388463,0.7280234904388463,3
143,143,126.35465413551762,54.85901894121476,-4.0,-2.0,126.35465413551762,54.85901894121476,4,2.3291478435006447,0.9195675477724737,0.8677260777860355,0.8677260777860355,3
144,144,214.8759244462592,17.57590555675306,4.0,2.0,214.8759244462592,17.57590555675306,4,1.9137560699700291,0.4928921780155014,0.7089561490159954,0.7089561490159954,3
145,145,148.2427444809552,13.280774562974571,-12.0,-6.0,148.2427444809552,13.280774562974571,4,1.6409092109444554,3.087015049674645,0.7858499332703719,0.7858499332703719,3
146,146,11.903499576672676,159.3201653978212,10.0,5.0,11.903499576672676,159.3201653978212,4,1.8150277046067531,1.9881971932556255,0.711782606387657,0.711782606387657,3
