m2_plane,m2_roi,source,col,row,z_um,corr_or_best_r,primary_view,m1_idx,d_xy_px,d_z_um,n_pass,accepted,snr
19,43,recovered_bin_refined,18.655683513006114,36.10515802047146,-8.0,0.751685361463246,3,-1,,3.0,4,1,1.6457227704137622
19,45,recovered_bin_refined,32.85848517081788,9.384915778276852,-2.0,0.7950393138584685,1,-1,,3.0,4,1,1.851486992471773
19,46,recovered_bin_refined,157.50292338467128,39.712964030794474,2.0,0.6898644630887644,1,-1,,7.0,4,1,1.3857093045783009
19,48,recovered_bin_refined,79.33435011931148,222.91536222035168,4.0,0.8196754492839673,2,-1,,9.0,4,1,1.5209885311834137
19,51,recovered_bin_refined,111.57463429408593,92.51793690307453,-4.0,0.6459391374071597,4,-1,,1.0,4,1,1.3811707853731792
19,53,recovered_bin_refined,186.43385896726556,31.339989870268482,0.0,0.7751440563179948,2,-1,,5.0,4,1,1.462767199479966
19,56,recovered_bin_refined,10.973679960541766,49.31104786929896,-10.0,0.6430438598577283,3,-1,,5.0,4,1,1.408982614296836
19,61,recovered_bin_refined,167.8401435702332,148.3931663384105,-2.0,0.8388086445155747,1,-1,,3.0,4,1,1.6299180236654103
19,64,recovered_bin_refined,10.1325401624475,15.934236545784374,-4.0,0.8486197134468112,2,-1,,1.0,4,1,1.7982416590557546
19,65,recovered_bin_refined,38.24006383516404,29.31341888537711,-2.0,0.724291084546863,4,-1,,3.0,4,1,1.4722349616493726
19,69,recovered_bin_refined,193.01316802195228,11.534568149114882,-4.0,0.7708229274376942,2,-1,,1.0,4,1,1.4697118457165892
19,70,recovered_bin_refined,132.1079596982855,71.1378772169444,-6.0,0.7228322873794915,2,-1,,1.0,4,1,1.4430493787448195
19,72,recovered_bin_refined,125.04517970963953,99.03536071380138,-4.0,0.674530395310192,2,-1,,1.0,4,1,1.4379045305345275
19,73,matched_trusted,115.80653089828195,57.98582642575367,-10.0,0.4436856450764537,2,109,0.8631497703187768,5.0,,1,1.4895587250681657
19,75,recovered_bin_refined,108.13171368336512,100.50195763477562,-4.0,0.6345654095058874,2,-1,,1.0,4,1,1.5181263971530914
19,76,recovered_bin_refined,83.54512423011148,210.0912858393348,0.0,0.736415106731945,3,-1,,5.0,4,1,1.4846266523644929
19,77,recovered_bin_refined,124.01910604510745,159.82541732576868,-2.0,0.696227580389679,1,-1,,3.0,4,1,1.4513129252991215
19,87,recovered_bin_refined,60.69617454016611,90.02678011813641,0.0,0.6983845946125904,1,-1,,5.0,4,1,1.8862319720852059
19,97,recovered_bin_refined,125.63924621338536,17.85341209093844,0.0,0.6182237158897718,2,-1,,5.0,4,1,1.4030680456199096
19,123,recovered_bin_refined,20.020387202397043,121.57027793008116,-2.0,0.8270831389729684,1,-1,,3.0,4,1,1.773703762771684
24,0,recovered_bin_refined,38.49340787279345,147.51527074995468,4.0,0.871770797275984,2,-1,,1.0,4,1,2.4060484027446862
24,1,matched_trusted,146.87599230939327,46.454485674025655,-2.5,0.5932550887447103,1,31,0.5975752407708645,7.5,,1,1.816494765835787
24,3,matched_trusted,43.7642783887284,193.58123874153182,-1.0,0.6606436923396695,1,0,0.5447023844722787,6.0,,1,1.839200025074882
24,4,recovered_bin_refined,89.31648716619019,99.28530184918635,2.0,0.9064773462648723,2,-1,,3.0,4,1,4.198120908727838
24,5,recovered_bin_refined,236.295605617815,20.59204598722419,10.0,0.8941146708802264,4,-1,,5.0,4,1,2.0155654089164377
24,6,recovered_bin_refined,13.050898504166248,54.74684603286149,2.0,0.7877331759851911,3,-1,,3.0,4,1,1.401886352352689
24,7,matched_trusted,157.09269794318607,39.02562476436965,5.0,0.40413053141604527,1,75,0.6552789723139718,0.0,,1,1.4725455176547195
24,9,matched_trusted,29.455113899924758,131.54245448851293,4.0,0.6139531071609254,3,183,3.2613114696476533,1.0,,1,2.7816162801753768
