plane_id,roi_idx,x,y,z_um_plane,snr
24,5,234.3779527559055,22.503937007874015,5.0,2.0155654089164377
24,6,13.0,54.53333333333333,5.0,1.401886352352689
24,7,156.76984126984127,38.285714285714285,5.0,1.4725455176547195
24,9,29.145251396648046,134.2849162011173,5.0,2.7816162801753768
24,10,173.67226890756302,226.51260504201682,5.0,2.102099941943364
24,11,46.61764705882353,66.0764705882353,5.0,2.239255976006519
24,15,114.38857142857142,33.50857142857143,5.0,1.6622741186298622
24,16,64.89071038251366,217.6830601092896,5.0,2.04838215718718
24,19,106.40441176470588,196.10294117647058,5.0,1.8794917573138166
24,20,232.72988505747125,207.1206896551724,5.0,2.5680715095318427
24,21,124.56626506024097,160.36144578313252,5.0,1.3853796149381667
24,23,33.03030303030303,222.0530303030303,5.0,1.5894021097557989
24,25,34.4625,247.425,5.0,3.0706123719723477
24,26,207.53968253968253,40.92063492063492,5.0,1.7826451374519587
24,28,209.38235294117646,58.754901960784316,5.0,1.4379290793752526
24,29,7.427350427350428,114.00854700854701,5.0,3.4611971822773553
24,31,185.86153846153846,28.976923076923075,5.0,2.3228406386490454
24,32,79.47945205479452,221.486301369863,5.0,1.8055442756206308
24,33,153.046875,120.328125,5.0,1.8660757583049277
24,35,136.7314814814815,57.657407407407405,5.0,1.6331358841121404
24,36,214.57971014492753,111.9927536231884,5.0,1.9219591965563259
24,37,70.03378378378379,206.94594594594594,5.0,1.4961827106575387
24,38,44.89473684210526,174.57894736842104,5.0,1.5318062579407785
24,39,193.4251968503937,222.4724409448819,5.0,1.683082967950457
24,40,210.89361702127658,30.180851063829788,5.0,2.3949612793160324
24,41,171.3884892086331,48.89208633093525,5.0,1.2902601278442558
24,44,243.8671875,154.90625,5.0,2.191527888126768
24,45,41.32,111.62222222222222,5.0,5.126035107347186
24,47,21.838926174496645,23.34228187919463,5.0,1.4796306794106069
24,49,163.55555555555554,6.98989898989899,5.0,1.5299950964827567
24,52,80.15555555555555,105.97037037037038,5.0,1.7507354901336394
24,54,27.29381443298969,155.9742268041237,5.0,1.694724245991157
24,57,203.41860465116278,150.65116279069767,5.0,1.615983499330233
24,58,10.30841121495327,45.850467289719624,5.0,1.5200052512250626
24,59,143.9108910891089,203.47524752475246,5.0,1.9014449521706456
24,60,103.88495575221239,47.49557522123894,5.0,2.2581577121776055
24,61,53.4344262295082,88.68032786885246,5.0,1.6414064623220743
24,62,59.88288288288288,211.52252252252254,5.0,1.501233957619478
24,63,236.71875,119.34375,5.0,1.5604235014912275
24,64,19.710743801652892,121.14876033057851,5.0,1.99874532361179
24,66,78.58407079646018,29.398230088495577,5.0,1.4780954142051577
24,68,235.1809523809524,221.65714285714284,5.0,2.64979674321289
24,70,210.296875,217.3984375,5.0,2.9517390788448736
24,71,214.9090909090909,66.41818181818182,5.0,1.3100242688334178
24,73,71.25531914893617,121.25531914893617,5.0,1.3974332281525024
24,77,83.0,209.15625,5.0,1.8466026585191462
24,81,75.01612903225806,188.08064516129033,5.0,1.7560584688262484
24,86,183.77272727272728,218.16666666666666,5.0,1.8264622366973666
24,87,214.6875,17.53125,5.0,2.0647392852770166
24,88,160.88,54.97,5.0,1.7008628177813727
24,90,110.41732283464567,226.16535433070865,5.0,1.7147450069214474
24,92,68.34482758620689,172.56034482758622,5.0,3.0036993798241114
24,93,243.8849557522124,49.93805309734513,5.0,1.8489682149874196
24,94,145.85833333333332,103.875,5.0,1.6446034520190833
24,99,131.696,73.4,5.0,1.5270589274435944
24,102,91.22935779816514,147.0,5.0,1.3935842070221114
24,103,184.99159663865547,4.823529411764706,5.0,4.77791464347244
24,111,238.6304347826087,11.282608695652174,5.0,1.508171447680593
24,113,33.03030303030303,10.01010101010101,5.0,2.2838012491087927
24,114,66.07843137254902,161.81372549019608,5.0,1.3947463685788866
24,115,202.95689655172413,79.73275862068965,5.0,1.3912403259131392
24,116,140.4777777777778,143.55555555555554,5.0,1.3528835212088686
24,117,245.1743119266055,76.18348623853211,5.0,2.3682101297782894
24,118,72.925,225.1,5.0,1.383767263481215
24,128,65.93,63.22,5.0,1.4336351879417288
24,129,109.63157894736842,100.01315789473684,5.0,1.6354622462935091
24,130,189.08860759493672,47.860759493670884,5.0,3.2360471005624367
24,132,218.51639344262296,224.62295081967213,5.0,1.8738636350964688
24,139,19.3015873015873,132.33333333333334,5.0,1.5905359669726733
24,140,40.99180327868852,96.10655737704919,5.0,1.582278960398672
24,141,128.65925925925927,242.86666666666667,5.0,1.8106800433575552
24,142,23.293233082706767,237.593984962406,5.0,1.4870739289650083
